sensor_1R,sensor_2R,sensor_3R,sensor_4R,sensor_5R,sensor_1L,sensor_3L,sensor_4L,sensor_5L,acel1,giro1,acel2,giro2,gesto
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.77,0.01,-9.06,-0.0,Bom dia
4.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.74,0.01,-9.14,-0.0,Bom dia
0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.71,-0.0,-9.09,-0.01,Bom dia
0.0,0.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,9.63,0.0,-9.1,-0.02,Bom dia
3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.68,-0.03,-9.1,-0.02,Bom dia
9.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,9.71,-0.03,-9.12,-0.02,Bom dia
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.86,-0.02,-9.01,-0.03,Bom dia
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.81,-0.01,-9.09,-0.03,Bom dia
0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,0.0,-9.07,0.0,Bom dia
3.0,0.0,23.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.02,-9.08,-0.03,Bom dia
0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.01,-9.11,-0.03,Bom dia
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.61,-0.0,-9.04,-0.02,Bom dia
0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,9.67,-0.04,-9.06,-0.03,Bom dia
3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.74,-0.03,-9.03,-0.01,Bom dia
0.0,0.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,9.93,-0.01,-9.09,0.0,Bom dia
7.0,0.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,10.06,0.01,-9.06,-0.01,Bom dia
3.0,0.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,9.95,0.05,-9.03,0.0,Bom dia
0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,9.65,0.04,-9.04,0.0,Bom dia
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,9.32,-0.01,-9.05,-0.0,Bom dia
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,-0.11,-9.04,-0.0,Bom dia
0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.21,-0.17,-9.07,-0.02,Bom dia
0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,8.86,-0.21,-9.11,-0.04,Bom dia
0.0,0.0,4.0,10.0,0.0,0.0,0.0,0.0,0.0,8.13,-0.34,-9.11,-0.0,Bom dia
0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.65,-0.47,-9.19,-0.03,Bom dia
1.0,5.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,7.98,-0.26,-9.3,-0.08,Bom dia
10.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,7.84,-0.2,-9.16,-0.08,Bom dia
0.0,21.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.35,-0.58,-9.11,-0.04,Bom dia
1.0,4.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,9.35,-0.58,-8.95,0.01,Bom dia
3.0,2.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,8.45,-0.74,-8.86,0.13,Bom dia
0.0,1.0,5.0,3.0,0.0,0.0,0.0,0.0,0.0,9.01,-0.95,-9.06,0.18,Bom dia
0.0,0.0,11.0,2.0,0.0,0.0,0.0,0.0,0.0,8.98,-0.79,-9.08,0.18,Bom dia
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,8.64,-0.76,-9.09,0.13,Bom dia
0.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,7.61,-0.83,-9.19,0.09,Bom dia
0.0,0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,7.91,-0.81,-9.25,0.03,Bom dia
0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.62,-0.3,-9.16,0.03,Bom dia
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.73,-0.35,-9.17,-0.01,Bom dia
0.0,1.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.39,-1.05,-9.27,-0.03,Bom dia
0.0,0.0,17.0,13.0,0.0,0.0,0.0,0.0,0.0,5.2,-1.22,-9.27,-0.07,Bom dia
0.0,0.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,5.24,-1.07,-9.16,-0.15,Bom dia
0.0,3.0,16.0,3.0,0.0,0.0,0.0,0.0,0.0,5.27,-0.53,-9.05,-0.18,Bom dia
0.0,0.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,5.09,-0.64,-9.04,-0.2,Bom dia
0.0,0.0,13.0,12.0,0.0,0.0,0.0,0.0,0.0,5.95,-0.3,-8.96,-0.18,Bom dia
0.0,0.0,12.0,22.0,0.0,0.0,0.0,0.0,0.0,5.96,0.01,-8.87,-0.14,Bom dia
0.0,0.0,8.0,22.0,0.0,0.0,0.0,0.0,0.0,6.14,0.22,-8.99,-0.09,Bom dia
0.0,0.0,36.0,22.0,0.0,0.0,0.0,0.0,0.0,6.02,0.24,-8.96,-0.02,Bom dia
0.0,0.0,25.0,9.0,0.0,0.0,0.0,0.0,0.0,7.41,0.35,-9.02,0.0,Bom dia
0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,7.36,-0.36,-9.11,0.01,Bom dia
0.0,0.0,29.0,10.0,0.0,0.0,0.0,0.0,0.0,6.35,-1.65,-9.19,-0.0,Bom dia
0.0,0.0,18.0,6.0,0.0,0.0,0.0,0.0,0.0,5.82,-2.03,-9.26,-0.05,Bom dia
0.0,0.0,6.0,11.0,0.0,0.0,0.0,0.0,0.0,7.76,-2.36,-9.13,-0.08,Bom dia
0.0,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,5.08,-2.51,-9.1,-0.1,Bom dia
0.0,0.0,35.0,19.0,0.0,0.0,0.0,0.0,0.0,5.76,-2.54,-9.06,-0.14,Bom dia
0.0,0.0,21.0,10.0,0.0,0.0,0.0,0.0,0.0,6.22,-2.34,-9.03,-0.1,Bom dia
0.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,6.85,-2.09,-8.96,-0.08,Bom dia
0.0,0.0,20.0,6.0,0.0,0.0,0.0,0.0,0.0,6.22,-1.85,-9.2,-0.06,Bom dia
0.0,0.0,17.0,3.0,0.0,0.0,0.0,0.0,0.0,8.24,-2.09,-9.14,-0.01,Bom dia
0.0,0.0,10.0,41.0,0.0,0.0,0.0,0.0,0.0,7.06,-2.06,-8.95,-0.01,Bom dia
0.0,0.0,17.0,16.0,0.0,0.0,0.0,0.0,0.0,6.15,-1.48,-9.1,-0.04,Bom dia
0.0,2.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,5.62,-1.56,-8.98,-0.04,Bom dia
0.0,0.0,27.0,16.0,0.0,0.0,0.0,0.0,0.0,5.04,-0.96,-8.94,-0.01,Bom dia
0.0,2.0,27.0,23.0,0.0,0.0,0.0,0.0,0.0,5.49,-0.6,-8.99,0.04,Bom dia
0.0,0.0,59.0,42.0,0.0,0.0,0.0,0.0,0.0,6.05,-0.54,-8.96,0.12,Bom dia
0.0,0.0,38.0,39.0,0.0,0.0,0.0,0.0,0.0,6.24,-0.05,-9.01,0.12,Bom dia
0.0,3.0,61.0,57.0,0.0,0.0,0.0,0.0,0.0,6.17,-0.13,-9.07,0.12,Bom dia
0.0,0.0,69.0,53.0,0.0,0.0,0.0,0.0,0.0,6.91,0.02,-9.11,0.12,Bom dia
0.0,0.0,67.0,108.0,0.0,0.0,0.0,0.0,0.0,6.92,0.17,-9.22,0.09,Bom dia
0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.4,0.05,-8.9,-0.07,Bom dia
0.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,8.91,-0.25,-9.21,-0.04,Bom dia
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,9.39,-0.14,-9.2,-0.04,Bom dia
0.0,2.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,-0.15,-9.15,-0.06,Bom dia
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,-0.08,-9.16,-0.05,Bom dia
0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,0.11,-9.12,-0.01,Bom dia
0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,0.2,-9.16,-0.0,Bom dia
0.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,9.71,0.13,-9.03,-0.01,Bom dia
0.0,0.0,6.0,23.0,0.0,0.0,0.0,0.0,0.0,9.5,0.15,-9.06,-0.02,Bom dia
0.0,0.0,16.0,22.0,0.0,0.0,0.0,0.0,0.0,9.51,0.18,-9.06,-0.01,Bom dia
0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,9.76,0.15,-9.0,-0.02,Bom dia
0.0,0.0,17.0,6.0,0.0,0.0,0.0,0.0,0.0,9.56,0.23,-9.11,-0.06,Bom dia
0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,9.85,0.15,-9.07,-0.05,Bom dia
0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,0.0,9.86,0.16,-9.14,-0.06,Bom dia
0.0,1.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,9.59,0.09,-9.16,-0.06,Bom dia
17.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,9.69,0.07,-9.18,-0.05,Bom dia
0.0,1.0,10.0,6.0,0.0,0.0,0.0,0.0,0.0,9.74,0.08,-9.11,-0.07,Bom dia
6.0,0.0,3.0,9.0,0.0,0.0,0.0,0.0,0.0,9.84,0.01,-9.06,-0.06,Bom dia
0.0,0.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,9.54,-0.0,-9.11,-0.04,Bom dia
2.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.38,-0.06,-9.09,-0.04,Bom dia
12.0,0.0,5.0,19.0,0.0,0.0,0.0,0.0,0.0,9.33,-0.07,-9.08,-0.03,Bom dia
5.0,0.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,9.39,-0.19,-9.12,-0.05,Bom dia
3.0,2.0,20.0,5.0,0.0,0.0,0.0,0.0,0.0,9.33,-0.26,-9.05,-0.06,Bom dia
11.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,0.0,9.71,-0.29,-9.04,-0.05,Bom dia
7.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,9.75,-0.25,-9.07,-0.02,Bom dia
5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,-0.11,-9.06,-0.01,Bom dia
1.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,10.02,-0.11,-9.04,-0.02,Bom dia
3.0,2.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.62,0.02,-9.09,0.02,Bom dia
3.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,0.07,-9.13,0.02,Bom dia
4.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.76,0.08,-9.15,0.01,Bom dia
5.0,0.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,9.83,0.09,-9.17,0.02,Bom dia
8.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.72,0.16,-9.14,-0.0,Bom dia
9.0,2.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.68,0.21,-9.14,-0.02,Bom dia
11.0,0.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,0.18,-9.09,-0.01,Bom dia
1.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,0.0,9.88,0.15,-9.15,-0.03,Bom dia
0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.96,0.14,-9.02,-0.03,Bom dia
4.0,0.0,26.0,9.0,0.0,0.0,0.0,0.0,0.0,9.78,0.22,-9.03,-0.03,Bom dia
0.0,0.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,9.68,0.21,-9.02,-0.03,Bom dia
1.0,2.0,9.0,2.0,0.0,0.0,0.0,0.0,0.0,9.65,0.12,-9.1,-0.02,Bom dia
2.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.46,0.07,-9.18,-0.02,Bom dia
11.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,0.0,9.5,0.01,-9.1,-0.02,Bom dia
5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.77,0.04,-9.11,-0.05,Bom dia
17.0,1.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.63,-0.0,-9.09,-0.01,Bom dia
0.0,0.0,2.0,5.0,0.0,0.0,0.0,0.0,0.0,9.66,0.08,-9.09,0.0,Bom dia
3.0,1.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,9.65,0.05,-9.25,-0.02,Bom dia
7.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.8,-0.0,-9.16,-0.03,Bom dia
0.0,0.0,10.0,1.0,0.0,0.0,0.0,0.0,0.0,9.78,0.03,-9.05,-0.04,Bom dia
17.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.52,-0.08,-9.04,-0.03,Bom dia
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.54,-0.08,-9.1,0.01,Bom dia
11.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,-0.07,-9.14,-0.01,Bom dia
5.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,10.07,-0.03,-9.16,-0.02,Bom dia
0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,10.2,0.0,-9.13,-0.0,Bom dia
12.0,6.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,10.03,0.06,-9.02,-0.01,Bom dia
11.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,10.01,0.05,-9.08,0.0,Bom dia
12.0,9.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.83,-0.01,-9.1,0.01,Bom dia
0.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,9.89,0.08,-9.1,-0.02,Bom dia
2.0,2.0,11.0,0.0,0.0,0.0,0.0,0.0,0.0,9.69,0.11,-9.06,-0.05,Bom dia
0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,0.06,-9.09,-0.02,Bom dia
5.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.87,0.05,-9.13,-0.05,Bom dia
0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.81,0.02,-9.09,-0.06,Bom dia
9.0,3.0,19.0,4.0,0.0,0.0,0.0,0.0,0.0,9.79,-0.02,-9.13,-0.04,Bom dia
3.0,10.0,0.0,14.0,0.0,0.0,0.0,0.0,0.0,9.81,-0.03,-9.06,-0.03,Bom dia
0.0,5.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,9.82,-0.12,-9.13,-0.04,Bom dia
0.0,6.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.79,-0.14,-9.07,-0.02,Bom dia
6.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.89,-0.11,-9.19,-0.02,Bom dia
3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.77,-0.24,-9.12,-0.01,Bom dia
9.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,9.45,-0.21,-9.03,-0.01,Bom dia
1.0,0.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,9.45,0.02,-9.09,-0.02,Bom dia
6.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,-0.1,-9.14,-0.01,Bom dia
7.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,9.66,-0.03,-9.14,-0.01,Bom dia
0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,9.64,-0.1,-9.1,-0.01,Bom dia
0.0,0.0,13.0,0.0,0.0,0.0,0.0,0.0,0.0,9.14,-0.04,-9.02,-0.03,Bom dia
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.72,-0.09,-9.11,-0.02,Bom dia
10.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,7.44,-0.18,-9.12,-0.04,Bom dia
11.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,5.3,-0.77,-9.25,-0.13,Bom dia
4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.06,-1.09,-9.21,-0.2,Bom dia
9.0,0.0,21.0,0.0,0.0,0.0,0.0,0.0,0.0,7.09,-1.37,-8.73,-0.03,Bom dia
3.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,6.26,-1.32,-8.96,0.1,Bom dia
12.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,8.13,-0.85,-9.27,0.1,Bom dia
7.0,6.0,0.0,22.0,0.0,0.0,0.0,0.0,0.0,8.28,-0.99,-9.06,-0.01,Bom dia
0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,8.29,-1.01,-9.06,-0.06,Bom dia
0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,7.46,-0.61,-9.16,-0.01,Bom dia
0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,7.2,-0.76,-9.07,-0.0,Bom dia
0.0,0.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,5.97,0.28,-8.91,-0.07,Bom dia
0.0,0.0,2.0,6.0,0.0,0.0,0.0,0.0,0.0,6.01,0.15,-8.92,-0.0,Bom dia
0.0,0.0,7.0,11.0,0.0,0.0,0.0,0.0,0.0,6.09,-0.14,-9.04,0.01,Bom dia
0.0,2.0,91.0,5.0,0.0,0.0,0.0,0.0,0.0,6.27,-0.21,-9.13,-0.02,Bom dia
0.0,0.0,85.0,18.0,0.0,0.0,0.0,0.0,0.0,6.83,-0.04,-9.14,-0.08,Bom dia
0.0,6.0,71.0,7.0,0.0,0.0,0.0,0.0,0.0,6.41,-0.03,-9.0,-0.14,Bom dia
0.0,1.0,89.0,43.0,0.0,0.0,0.0,0.0,0.0,7.11,-0.31,-8.86,-0.09,Bom dia
0.0,0.0,99.0,40.0,0.0,0.0,0.0,0.0,0.0,6.95,-0.39,-8.83,0.02,Bom dia
0.0,0.0,85.0,90.0,0.0,0.0,0.0,0.0,0.0,7.22,0.09,-8.89,0.1,Bom dia
0.0,0.0,93.0,54.0,0.0,0.0,0.0,0.0,0.0,7.3,0.08,-9.04,0.15,Bom dia
0.0,0.0,92.0,39.0,0.0,0.0,0.0,0.0,0.0,7.78,-0.25,-9.18,0.13,Bom dia
0.0,0.0,114.0,41.0,0.0,0.0,0.0,0.0,0.0,8.28,-0.85,-9.24,0.08,Bom dia
0.0,0.0,101.0,57.0,0.0,0.0,0.0,0.0,0.0,7.97,-1.53,-9.21,0.02,Bom dia
0.0,0.0,88.0,31.0,0.0,0.0,0.0,0.0,0.0,7.57,-1.97,-9.16,-0.02,Bom dia
0.0,0.0,93.0,46.0,0.0,0.0,0.0,0.0,0.0,7.13,-2.47,-9.2,-0.04,Bom dia
0.0,1.0,106.0,51.0,0.0,0.0,0.0,0.0,0.0,6.88,-2.83,-9.21,-0.1,Bom dia
0.0,0.0,107.0,55.0,0.0,0.0,0.0,0.0,0.0,6.02,-2.54,-9.14,-0.15,Bom dia
0.0,0.0,99.0,34.0,0.0,0.0,0.0,0.0,0.0,6.41,-2.4,-9.12,-0.2,Bom dia
0.0,0.0,83.0,41.0,0.0,0.0,0.0,0.0,0.0,7.03,-2.49,-9.15,-0.25,Bom dia
0.0,0.0,109.0,44.0,0.0,0.0,0.0,0.0,0.0,7.02,-2.3,-9.08,-0.24,Bom dia
0.0,0.0,102.0,45.0,0.0,0.0,0.0,0.0,0.0,6.84,-2.16,-8.96,-0.23,Bom dia
0.0,0.0,97.0,30.0,0.0,0.0,0.0,0.0,0.0,6.0,-1.86,-8.93,-0.19,Bom dia
0.0,0.0,90.0,55.0,0.0,0.0,0.0,0.0,0.0,5.39,-1.44,-8.92,-0.12,Bom dia
0.0,0.0,73.0,59.0,0.0,0.0,0.0,0.0,0.0,4.54,-1.38,-9.01,-0.03,Bom dia
0.0,0.0,87.0,40.0,0.0,0.0,0.0,0.0,0.0,4.99,-1.16,-8.83,0.04,Bom dia
0.0,0.0,107.0,45.0,0.0,0.0,0.0,0.0,0.0,5.38,-0.64,-8.85,0.1,Bom dia
0.0,0.0,109.0,29.0,0.0,0.0,0.0,0.0,0.0,5.91,-0.22,-8.96,0.11,Bom dia
0.0,0.0,91.0,39.0,0.0,0.0,0.0,0.0,0.0,6.72,-0.12,-9.08,0.12,Bom dia
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.68,-0.0,-9.28,0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.81,-0.06,-9.08,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.66,-0.03,-8.95,-0.03,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.56,-0.0,-8.93,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.63,-0.04,-8.96,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.55,-0.09,-8.95,-0.06,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.58,-0.18,-9.08,-0.08,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.79,-0.31,-9.1,-0.08,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.88,-0.08,-9.15,-0.06,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.85,0.02,-9.17,-0.03,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9.0,0.0,-9.17,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.93,-0.03,-9.11,-0.04,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.89,0.12,-8.97,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.77,0.15,-8.98,0.0,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.69,0.03,-9.01,0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.59,-0.0,-9.04,0.04,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.71,-0.03,-9.02,0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.76,-0.1,-9.16,0.0,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.74,-0.04,-9.11,0.03,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.65,-0.02,-9.16,0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.64,-0.11,-9.14,-0.04,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.77,-0.11,-9.17,-0.05,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.73,-0.12,-9.12,-0.05,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.55,-0.19,-9.09,-0.04,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.81,-0.28,-9.05,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.93,-0.18,-9.11,-0.03,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.96,0.06,-9.15,-0.03,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.92,0.04,-9.1,-0.03,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.85,-0.0,-9.12,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.75,0.07,-9.09,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.76,0.05,-8.96,0.0,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.79,0.0,-9.07,0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7,0.06,-9.08,0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.72,0.04,-9.06,0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.73,-0.0,-9.12,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.82,0.0,-9.14,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.78,-0.01,-9.07,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.72,-0.02,-9.12,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.77,-0.01,-9.23,0.0,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.79,0.01,-9.13,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.82,-0.03,-9.05,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.86,-0.06,-9.04,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.79,-0.02,-9.04,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.77,-0.07,-9.05,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8,-0.05,-9.18,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.8,-0.05,-9.07,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7,-0.07,-9.09,-0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.69,-0.03,-9.05,0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.7,-0.06,-9.16,0.01,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.63,-0.03,-9.15,-0.0,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.65,-0.03,-9.19,-0.0,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.71,-0.04,-9.15,-0.02,Repouso
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.71,-0.01,-9.12,-0.01,Repouso
